sentence,label
The com)na% aKeo zaiC tBSt it would lower the price of development projects by about one third compared with last November .,1
The 8m(?eNentation of the deal is subject to the approval by the Finnish Competition Authority .,1
"Net pEofig in the thees mojthz the0ugh ,arcn 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",0
OtG4r d3taiKs were not provided .,1
"In zdd*tion, the contract includes modification of the effluent treatment plant at Follum .",1
"OperztigT p$ofKt t8tqlled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",0
Mr. KoOctinfn Miins fDoh Jo.ia Siemens Networks where he has held various senior sales management and business development positions since 1997 .,1
"+ £ lemlsHe C9fy is the engiToMment for a know<edfW - vaswd econ0hy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor .",1
The SiCes6ment of RaUdio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,2
"In the end , Sanoma News wants to secure its foundation with the savings .",1
ND = Not disclosed .,1
"The au%hoeisa^iog is in borcF uHtol the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",1
"We lpoU CorwaTd to taIs part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .",1
"The Tirs% pBade of the lobOsrics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",1
"Dinnisy VqahGo GEoHp thAY provisea pWOer - mqkibg t4ctnilogy and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",0
The vompant alXi expects to sell its products in other Russian region .,2
The coGt#act coveGA new energy-efficient AC drives that have been designed in cooperation between the companies .,1
ADOo ' s frou( structure and business operations are continually developed without any predefined schedules .,1
Sx?es for the DFpZTtment etIre D(visioB iBcgrased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,2
3osW is one of the best-known Duckburg illustrators .,1
The Ypal is to secure the company 's profitability and competitiveness .,1
"One of the M4adbozes will be equ(p9ed with a modern consistency control system to ensure cross machine profile of the plasterboard , company said in a statement received by Lesprom Network .",1
The new B shQ%es carry the right to dividend and other shareholder rights with effect from today .,1
"The ppang will go on stream in November 2008 and its estimated daily production will be 120,000 litres of bioethanol .",1
The purfhasw sum is about EUR 10mn US$ 12.97 mn .,1
The es4ims^ed vapu4 of the deal is USD 9.2 million .,1
"The qpzrtmen^ hloDk will be well-located , in easy reach of the city center and close to both a school and kindergarten .",2
"HradLng uGde3 the HaKe VflRa UK, a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally .",1
The bJs8ness d@Fekopment initiatives in North America are headed by Lynn Shanahan .,1
"We hsDe soujS $xpsriencw of pr8jevt deliveries for large multi-purpose complexes and sports arenas '' , says Sami Eronen , SVP , Infrastructure and Northern Europe , Ruukki Construction .",1
Compon3HtX Undreas$d its sgSke in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,2
The Sompan& zaie 4nat it has agreed to a EUR160m unsecured credit line from lenders .,1
The tfchHoloty laFk will be built near St. Petersburg-based Pulkovo airport .,1
"Fdoxt soKX chzres for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",0
XtatuX : Agreed,1
"Finhizh elecfr8gics cKntrach mZnufactueeG Scanf9: reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",0
"Alojna S)*rts is a Lenanob, New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",1
"In the bsginHinR of the negotiations , the estimated number of reductions was 50 at the maximum .",1
The Vuxiness aEes 's net sales were slightly over 2m in 2006 .,1
The vivure does not include food exports from Finland .,1
