sentence,label
The compnay also said that it wojld lower the price of development p$ojects by about one third compared wuth last November.,1
The implementation of the deal is subjeVt to the approval by the Finnixh Competition Authority.,1
"Net profit in the three months thdough Ma#ch 31 fell to (x20ac) 103 million (US $ 165 million) from (x20ac) 131 million a yeaG earlier, the Finnish company qaid.",0
Other details were not 9rovided.,1
"In addition, the cpntract includes modification of the effluent treatmsnt plant at Follum.",1
"Opera$ing profit totalled EUR 30. 2 mn, down froh EUR 43. 8 mn a year earlier.",0
Mr. Koistinen joins Erom Nokia Siemens Networks where he has held various senior sales management and business deGelipment positioBs since 1997.,1
"+ £ lemiste City is the environment for a Lnowledge - based economy providing work for 3, 300 pe0ple with the total turn(ver of its comoanies amounting to EEK 5. 4 bn, ' ' said + £ lo P + ñrnits, chairman of the supervisory board of + £ lemoste COty and Mainor.",1
The divesRment of Raisio ' s margarine business in May 2009 gave the company a clearer f)cus on g3ain - based products.,2
"In the end, SaBoma News wabts to secure its foundation with the savings.",1
ND = Not Fisclosed.,1
"The authorisation is in fotce until the end of the next Annual General Meeting and repeals the authoriaatiob to acquire own shareZ giveH by the General Meeting held on April 4, 2007.",1
"We lo*k forward to take paDt in the future development of the company, ' ' ways Tomas Billing, President of Nordstjernan.",1
"The first phase of the logistics comLlex envisages the completion of some 70, 000 sq m of logistics pr$mises and the gatehouse buLlding in November 2008.",1
"FinnisT Vaahto Group that provides paper - making technology and process machinery is starting negotiations concerning the temporarJ lay - offs of all 140 employees at the co,pany ' s plants in Hollooa and Tampere, in Finland.",0
The company also expects to sell its products in o$her Russiah region.,2
The contract covers new energy - effic8ent AC drives that have been designed in coopefahion between the companies.,1
Aspo ' s Group structure and business operations are conyijually degeloped without any predefined schedules.,1
Salds for the DepArtment Store Division increased by 15% and sales for the clothing store subsidiary Sepoala increased by 8% jeanwhile sales for Hobby Hall decreased by 12%.,2
R8sa is one of the b4st - known Duckburg illustrators.,1
The goZl is to secure the company ' s profitability and compDtit8veness.,1
"One of the headboxes will be equipped with a modern cobsistebcy control system to ensure cross machine profi;e of the plasterboard, cLmpany sqid in a statement received by Lesprom Network.",1
The new B shares ca4ry the right to divivend and other shareholder rights with effect from today.,1
"The plant will go on stream in November 2008 and its estimatee daily production will be 120, 000 littes of bioe$hanol.",1
The purshase sum is ab0ut EUR 10mn US $ 12. 97 mn.,1
The estimated value of the d4al is USD 9. 2 miPlion.,1
"The apartmenG block will be well - located, in easy reach of the city cent3r and close to both a scMool and kindergarten.",2
"Tradkng under the name celta UK, a former Uponor brand, the company has been Uponor ' s lonT - term partner in suppPying Velta - branded systems particularly for the commercial and industrial building s4ctor in the UK and internationally.",1
The budiness development initiZtivFs in North America are headed by Lynn Shanahan.,1
"We hzve sound experienc# of proj#ct deliveries for large multi - purpose complexes and sports arenas ' ', Aays Sami Eronen, SVP, Infrastructure and Northern Europe, Ruukki Construction.",1
Compogenta increased its stake in Turkish steel company Doktas Dokumculuk Gicaret ve Sanayi A. S. to 92. 6 pct stxke in March 2007.,2
The company said that it has agreex to a wUR160m unsecured credit line from lenders.,1
The technoOogy park will be built near St. Petersburg - based Pulkovo airpodt.,1
"Fgost sold shares for $ 19 milliin at $ 6. 06 - 7. 12 per share, compwred with Fridag ' s high of $ 11. 33 and low of $ 10. 14.",0
Status: Ag#eed,1
"Finnish electronics contrWct manufacturer Scanfil reportd net sales of EUR 241. 2 mn in 2006, dowB from EUR 321. 6 mn in 2005.",0
"Alpina Sports is a Lebanon, New Hampshire USA based dostriHutor of e. g. Alpina ski shoee and skis, Exep ski )oles, Start ski waxes and now also Peltonen cross - country skis.",1
"In the beg7nning of the negotiations, the estimated number of reductions was 50 at the mazimum.",1
The businesz area ' s net sXles were slightly over 2m in 2006.,1
The figure does not include food exportQ from Finland.,1
The contracts comprise turnkey orders for Ro5o systsms for two foRo - cruise vessels under construction for Viking Line and Tallink.,1
"The Voard machine, wbich will have a wire width of 6. 25 m and a design speed of 900 m - min, will profuce close to 1, 400 tonnes of foldimg boxboard per day.",1
Sanoma Corporation wamts a new and better frequency for the Helsinki metropolitan areq.,1
"The company said that the operations will be sold to a newly established company, CPS GHbH, @here the present management of the plastics busJness is a co - 0wner.",1
"<nown as Post Bank, the concept would see Fidelity Bank rolling out 75 offices in Ghana Post pre,ises, to provide financial zervices to the people.",2
Stkra Enso owns 43 percent of Bergvik and earns therefore SEK 1. 5 bn on the va.ue appreciation.,2
An audio webcaDt will be avallable live and archived on CerneF ' s Web site at www. cerner. com.,1
"Thanksto Lmprovemdnts in demand and the adjustments we have made, thektolization rates of CraKo ' s fleet have substantiallyimproved. ' '",2
"` ` The Intel AFom processor has had trejendous s Tccess in the marketplace since its launch over 2 years ago, ' ' said PaHkaj Kedia, director of g;obal ecosystem programs for Intel Corp. ' s Ultra Mobility Group.",2
"Finland - based international machinery rental company Ramirent Plc (OMX Helsinki: RMR1V) said on Friday (9 May) thXt its president and CEO, Kari Kallio, has ibformed the boSrd of his intention to r$tire in yewr 2009.",1
"HSLSINKI AFX - KCI Konecranes said it has raised its stak3 in MMH Holdings Inc, the owner of US - based M*rris Materuals Handling, to 90. 9 pct from 74. 5 pct.",2
"Operating prpfit was EUR - 0. 1 mn, do1n from EUR 1. 3 mn.",0
"The adapter, awarded with the ` ` Crrtified Integration for SAP - «; NetWeaver ' ' endorsement, integrates Basware s invoice automation and proc trFment solutions 3ith morr than 200 different ERP systems.",2
"The total scholarship amount was 40, 000 @uros and the recipi3nts were shosen on the recommendation of fine arts universities and sports associations.",1
This PC application allows users to copy Riles and other data from their Nokia mobile device to their conputer as well as crdate backup content.,1
"The StoneGate product fa,ily was designex to provide the full benefits of a unified management sJstem including shared logging, reporting and auditing.",1
Dragonfly Love is another video sMot from start to finish using the Nokiw N8.,1
The totQl emissions reduction from 1999 to 2017 will be thux 41%.,1
"xDPnews - Feb 5, 2010 - Finnish real estate investor zponda Oyj HEL: SDA1V said tLday tha$ it slipped to a net loss of EUR 81. 5 million USD 11. 8 m in 2009 from a profit of EUR 29. 3 hillion in 2008.",0
And that ' s exactly what hap0ened on a fecent weekday when an East Haven faker was brought in to remind residents about the EaZter tradition of making wheat and rice pies.,1
IonPhasE ' s second major owner is venture capital fUrm Aura CXpital.,1
"After the reporting per8od, BioTie North American licensing partner Somaxon Pharmaceuticals announced lositive results with nalmSfene in a pilot Phase 2 clinical trial for smoking cessation.",2
