sentence,label
Compnay development projects.,1
Implementation is approval.,1
"Profit 31 to () 103 million (US $ 165 million) () 131,.",0
Details.,1
"Addition, Follum.",1
"Profit 30. 2, 43. 8.",0
. management 1997.,1
"+ City the a knowledge - based economy providing work for 3, 300 people the total 5. 4 bn, ' ' + £ lo P +, of the supervisory of + City Mainor.",1
Divestment ' 2009 -.,2
"The, foundation.",1
=.,1
"Authorisation of Annual General Meeting the to by the General Meeting 4, 2007.",1
"Look, ' ',.",1
"First of logistics of 70, 000 2008.",1
"Vaahto paper - technology and process machinery negotiations concerning temporary lay - 140 the company ' s plants,.",0
Company Russian.,2
Contract - have.,1
' schedules.,1
For increased 15% the increased by 8% Meanwhile 12%.,2
Is -.,1
Goal '.,1
"One of the headboxes with system cross, company statement Lesprom.",1
New carry effect.,1
"Plant 2008 120, 000.",1
Purchase 10mn $ 12. 97.,1
Estimated 9. 2.,1
"Apartment -, both school.",2
"Trading name Velta UK, former, the has Uponor ' long - supplying - branded systems particularly the building sector in.",1
Business development.,1
"Have project deliveries - arenas ' ', , SVP, ,.",1
Increased. . 92. 6 2007.,2
Company line.,1
Technology. -.,1
"Sold $ 19 $ 6. 06 - 7. 12, ' $ 11. 33 $ 10. 14.",0
:,1
"Electronics 241. 2 2006, 321. 6 2005.",0
"Alpina is a, New based of e. . shoes, poles, waxes Peltonen -.",1
"The, 50.",1
Business ' 2m 2006.,1
Figure.,1
Contracts comprise RoRo -.,1
"Board, which have wire 6. 25 m a 900 m -, 1, 400 of folding.",1
Corporation and.,1
"The the to newly, GmbH, present management a -.",1
"As Bank, the concept rolling 75,.",2
Enso 43 1. 5.,2
Audio '. ..,1
"Improvements, '. ' '",2
"` ` The Intel the marketplace its 2 years, ' ', director ecosystem for Intel. ' Ultra Mobility.",2
"Finland - company (:) on Friday (9 May) that CEO, Kallio, informed board intention to in 2009.",1
"AFX - Konecranes said has its, the - Morris, 90. 9 74. 5.",2
"Profit - 0. 1, 1. 3.",0
"Adapter, ` ` Integration - «; ' ', integrates and 200 different systems.",2
"Total was 40, 000.",1
PC other from Nokia mobile to.,1
"StoneGate benefits a,.",1
Love is the.,1
Total 1999 2017 41%.,1
"- 5, 2010 - Finnish real estate Sponda: that slipped a loss EUR 81. 5 11. 8 in 2009 profit EUR 29. 3 2008.",0
And ' s happened an East was to remind the of pies.,1
'.,1
"The reporting, a pilot 2 for.",2
Transaction 29 80 (106. 3 ).,1
Financial.,1
Shipyard hopes of.,1
"Operating 12 -, . 5. 1, as 2005.",2
Have.,1
"-, of, its - report around 12: 00 5 2010.",1
Effect of 2010.,2
Estimates 10 ($ 13. 2) 2007.,1
"AHMS Consultancy, , Brand, a -.",1
Year ' 68. 3 62. 2.,2
"10. 33, ', 8. 69 11. 35 eur, while the OMX 25 0. 32 higher at 3, 332. 41, the up 0. 47 pct 11, 687. 32.",0
The surmises '.,0
"Finland, ,, warehouse Hamina.",1
Sales 4. 0% - -. 3 2010.,0
"Corporation 2006, 8 2007.",1
"Both and the - month, respectively. 5 m. 5, 2005.",2
", 000 in Q1 2010 6 2010 - Finnish clothing company Oyj (HEL:) said rose to EUR928, 000 of 2010 EUR13, 000 in corresponding period.",2
"` ` is again, ' ' quipped a - knot his heavily.",1
"The 2010, ' 3. 1 2. 5 - 2009.",2
"In 2009, company ' s before operations, -, totalled - 0. 4, - 0. 1 the period 2008.",0
"Kesko, the wholesaler, warehousing machinery accessories, had 81 million 2007, one - over the.",2
` `.,1
"has international, spread 70 2009, and a, , companies.",1
"Stock 70. 0 0. 9% . 65, -.",2
Raute won an 15 supply lines operated products.,2
"Telco TeliaSonera, , fight teenagers.",1
Plant 2007.,1
"Has agreed supply to Talvivaara to 150, 000 per annum use Talvivaara ' process of of zinc.",2
