sentence,label
The compnay also said that it would lower the price of development projects by about third compared last.,1
The of the deal is to the approval by the Finnish Competition Authority.,1
"Net profit in the three March 31 fell to (x20ac) 103 million (US $ 165 million) (x20ac) 131 a year earlier, the Finnish company said.",0
Details were not provided.,1
"In addition, the modification of the effluent treatment plant at Follum.",1
"Operating profit EUR 30. 2 mn, down from 43. 8 mn a year earlier.",0
Mr. joins from Nokia Siemens Networks he has held senior sales management and business development positions since 1997.,1
"+ £ lemiste is the environment for a knowledge - based economy providing work for 3, 300 people with the turnover of its companies amounting to EEK 5. 4 bn, ' ' said + lo P +, chairman of the board of + lemiste City and Mainor.",1
The divestment of Raisio ' s margarine business in 2009 the company a focus on grain - based products.,2
"In the end, Sanoma News wants to its with the savings.",1
ND = Not.,1
"The authorisation is in force until the end of the next Meeting and repeals the to acquire own shares given by the Meeting held on April 4, 2007.",1
"We forward to take in the future development of the company, ' ' says Billing, President of Nordstjernan.",1
"The of the logistics complex the completion of some 70, 000 sq m of logistics premises and the gatehouse building in November 2008.",1
"Finnish Vaahto Group that provides - making technology and machinery is starting concerning the temporary lay - offs of all 140 at the company ' s plants in Hollola and Tampere, in Finland.",0
The company also to its products in other Russian region.,2
The contract covers new energy - efficient AC drives that have designed in between the companies.,1
Aspo ' s Group structure and business are continually developed without predefined schedules.,1
Sales for the Department Store Division increased 15% and sales the clothing Seppala increased by 8% Meanwhile sales for Hobby Hall decreased by 12%.,2
Rosa is of the best - known Duckburg.,1
The is to secure the company ' s profitability and.,1
"One of the will be a modern consistency control system to ensure cross machine profile of the plasterboard, company in a statement received by Lesprom Network.",1
The new shares carry the right to dividend and other shareholder rights with from today.,1
"The will on stream in 2008 and its estimated daily production will be 120, 000 litres of bioethanol.",1
Purchase sum is about EUR 10mn US $ 12. 97.,1
The value of the is USD 9. 2 million.,1
"The block will be well - located, in reach of the center and close to both a school and kindergarten.",2
"Trading under the name Velta, a former brand, the company been ' s long - term partner in supplying Velta - systems particularly for the commercial and industrial building sector in the UK and internationally.",1
Business development initiatives in America are headed by Lynn Shanahan.,1
"We have sound experience of deliveries for large multi - complexes and sports ' ', says Sami Eronen, SVP, Infrastructure and Northern Europe, Ruukki.",1
Increased its stake in Turkish steel company Doktas Ticaret ve Sanayi A. S. to 92. 6 pct in March 2007.,2
The company said it has agreed to a unsecured credit line from lenders.,1
Technology park will be near St. Petersburg - based Pulkovo airport.,1
"Frost sold for $ 19 million at $ 6. 06 - 7. 12 per share, compared ' high of $ 11. 33 and low of $ 10. 14.",0
Status:,1
"Finnish electronics manufacturer Scanfil reports net of EUR 241. 2 mn in 2006, down from EUR 321. 6 in 2005.",0
"Alpina Sports is a Lebanon, New USA of e. g. Alpina shoes and skis, Exel ski poles, Start ski waxes and now also Peltonen cross - country skis.",1
"In the of the negotiations, the estimated number of reductions 50 at the maximum.",1
The business area ' net sales were slightly 2m in 2006.,1
The figure does not food exports from Finland.,1
The contracts comprise turnkey orders for RoRo systems RoRo - cruise vessels under construction Viking Line and Tallink.,1
"The board machine, which will have a width of 6. 25 m and a design speed of 900 m -, will close to 1, 400 tonnes of folding boxboard per.",1
Sanoma Corporation wants a new and frequency for the Helsinki metropolitan.,1
"The that the operations will be sold to a newly established company, , where the present management of the plastics business is a co - owner.",1
"Known as Post, the concept would Fidelity Bank rolling out 75 offices in Ghana Post, to provide financial services to the people.",2
Stora Enso owns 43 of Bergvik and earns therefore SEK 1. 5 on the value appreciation.,2
An audio will be available live and archived on Cerner ' s at www. cerner. com.,1
"Improvements in and the adjustments we have made, theutilization rates of Cramo ' s fleet have. ' '",2
"` ` The Intel processor had tremendous success in the marketplace since its 2 years ago, ' ' said Pankaj, director of global ecosystem programs for Intel Corp. ' s Ultra Mobility Group.",2
"Finland - based international machinery rental Ramirent (OMX: RMR1V) on Friday (9 May) that its president and CEO, Kallio, has informed the board of his intention to retire in year 2009.",1
"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc, the of US - based Handling, to 90. 9 pct 74. 5 pct.",2
"Operating profit was - 0. 1 mn, down from EUR 1. 3.",0
"The adapter, awarded the ` ` Certified Integration for SAP - «; NetWeaver ' ', integrates Basware s automation and procurement solutions with more than 200 ERP systems.",2
"Total scholarship amount was 40, 000 and the recipients were chosen on the recommendation of fine arts and sports associations.",1
